Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
81.30,-18780.31,-454.38,26442.65,82.21
81.40,-18825.80,-454.91,26438.28,82.19
81.50,-18871.35,-455.44,26433.91,82.17
81.60,-18916.95,-455.98,26429.54,82.15
81.70,-18962.60,-456.51,26425.17,82.13
81.80,-19008.30,-457.05,26420.80,82.10
81.90,-19054.06,-457.58,26416.43,82.08
82.00,-19099.87,-458.11,26412.06,82.06
82.10,-19145.74,-458.65,26407.69,82.04
82.20,-19191.65,-459.18,26403.32,82.02
82.30,-19237.63,-459.71,26398.95,81.99
82.40,-19283.65,-460.25,26394.57,81.97
82.50,-19329.73,-460.78,26390.20,81.95
82.60,-19375.86,-461.31,26385.83,81.93
82.70,-19422.04,-461.85,26381.46,81.91
82.80,-19468.28,-462.38,26377.09,81.89
82.90,-19514.57,-462.91,26372.72,81.86
83.00,-19560.92,-463.45,26368.35,81.84
83.10,-19607.32,-463.98,26363.98,81.82
83.20,-19653.77,-464.51,26359.61,81.80
83.30,-19700.27,-465.04,26355.24,81.78
83.40,-19746.83,-465.58,26350.87,81.75
83.50,-19793.44,-466.11,26346.50,81.73
83.60,-19840.11,-466.64,26342.13,81.71
83.70,-19886.82,-467.18,26337.76,81.69
83.80,-19933.59,-467.71,26333.39,81.67
83.90,-19980.42,-468.24,26329.02,81.65
84.00,-20027.29,-468.77,26324.65,81.62
84.10,-20074.23,-469.31,26320.28,81.60
84.20,-20121.21,-469.84,26315.91,81.58
84.30,-20168.25,-470.37,26311.54,81.56
84.40,-20215.34,-470.90,26307.17,81.54
84.50,-20262.48,-471.43,26302.80,81.51
84.60,-20309.68,-471.97,26298.43,81.49
84.70,-20356.93,-472.50,26294.06,81.47
84.80,-20404.23,-473.03,26289.69,81.45
84.90,-20451.59,-473.56,26285.32,81.43
85.00,-20498.99,-474.09,26280.95,81.40
85.10,-20546.46,-474.63,26276.58,81.38
85.20,-20593.97,-475.16,26272.21,81.36
85.30,-20641.54,-475.69,26267.84,81.34
85.40,-20689.16,-476.22,26263.47,81.32
85.50,-20736.84,-476.75,26259.10,81.30
85.60,-20784.57,-477.28,26254.73,81.27
85.70,-20832.35,-477.81,26250.36,81.25
85.80,-20880.18,-478.35,26245.99,81.23
85.90,-20928.07,-478.88,26241.62,81.21
86.00,-20976.01,-479.41,26237.25,81.19
86.10,-21024.01,-479.94,26232.88,81.16
86.20,-21072.05,-480.47,26228.51,81.14
86.30,-21120.15,-481.00,26224.14,81.12
86.40,-21168.31,-481.53,26219.77,81.10
86.50,-21216.51,-482.06,26215.40,81.08
86.60,-21264.77,-482.59,26211.03,81.06
86.70,-21313.08,-483.12,26206.66,81.03
86.80,-21361.45,-483.66,26202.29,81.01
86.90,-21409.87,-484.19,26197.92,80.99
87.00,-21458.34,-484.72,26193.55,80.97
87.10,-21506.87,-485.25,26189.17,80.95
87.20,-21555.44,-485.78,26184.80,80.92
87.30,-21604.07,-486.31,26180.43,80.90
87.40,-21652.76,-486.84,26176.06,80.88
87.50,-21701.49,-487.37,26171.69,80.86
87.60,-21750.28,-487.90,26167.32,80.84
87.70,-21799.13,-488.43,26162.95,80.81
87.80,-21848.02,-488.96,26158.58,80.79
87.90,-21896.97,-489.49,26154.21,80.77
88.00,-21945.97,-490.02,26149.84,80.75
88.10,-21995.03,-490.55,26145.47,80.73
88.20,-22044.14,-491.08,26141.10,80.71
88.30,-22093.30,-491.61,26136.73,80.68
88.40,-22142.51,-492.14,26132.36,80.66
88.50,-22191.78,-492.67,26127.99,80.64
88.60,-22241.10,-493.20,26123.62,80.62
88.70,-22290.47,-493.73,26119.25,80.60
88.80,-22339.90,-494.26,26114.88,80.57
88.90,-22389.38,-494.79,26110.51,80.55
89.00,-22438.91,-495.32,26106.14,80.53
89.10,-22488.49,-495.84,26101.77,80.51
89.20,-22538.13,-496.37,26097.40,80.49
89.30,-22587.82,-496.90,26093.03,80.47
89.40,-22637.56,-497.43,26088.66,80.44
89.50,-22687.36,-497.96,26084.29,80.42
89.60,-22737.21,-498.49,26079.92,80.40
89.70,-22787.11,-499.02,26075.55,80.38
89.80,-22837.06,-499.55,26071.18,80.36
89.90,-22887.07,-500.08,26066.81,80.33
90.00,-22937.13,-500.61,26062.44,80.31
90.10,-22987.25,-501.13,26058.07,80.29
90.20,-23037.41,-501.66,26053.70,80.27
90.30,-23087.63,-502.19,26049.33,80.25
90.40,-23137.90,-502.72,26044.96,80.22
90.50,-23188.23,-503.25,26040.59,80.20
90.60,-23238.61,-503.78,26036.22,80.18
90.70,-23289.04,-504.31,26031.85,80.16
90.80,-23339.52,-504.83,26027.48,80.14
90.90,-23390.06,-505.36,26023.11,80.12
91.00,-23440.65,-505.89,26018.74,80.09
91.10,-23491.29,-506.42,26014.37,80.07
91.20,-23541.98,-506.95,26010.00,80.05
91.30,-23592.73,-507.47,26005.63,80.03
91.40,-23643.53,-508.00,26001.26,80.01
91.50,-23694.38,-508.53,25996.89,79.98
91.60,-23745.29,-509.06,25992.52,79.96
91.70,-23796.25,-509.58,25988.15,79.94
91.80,-23847.26,-510.11,25983.77,79.92
91.90,-23898.32,-510.64,25979.40,79.90
92.00,-23949.44,-511.17,25975.03,79.88
92.10,-24000.61,-511.69,25970.66,79.85
92.20,-24051.83,-512.22,25966.29,79.83
92.30,-24103.10,-512.75,25961.92,79.81
92.40,-24154.43,-513.28,25957.55,79.79
92.50,-24205.81,-513.80,25953.18,79.77
92.60,-24257.25,-514.33,25948.81,79.74
92.70,-24308.73,-514.86,25944.44,79.72
92.80,-24360.27,-515.39,25940.07,79.70
92.90,-24411.86,-515.91,25935.70,79.68
93.00,-24463.51,-516.44,25931.33,79.66
93.10,-24515.20,-516.97,25926.96,79.63
93.20,-24566.95,-517.49,25922.59,79.61
93.30,-24618.75,-518.02,25918.22,79.59
93.40,-24670.61,-518.55,25913.85,79.57
93.50,-24722.52,-519.07,25909.48,79.55
93.60,-24774.48,-519.60,25905.11,79.53
93.70,-24826.49,-520.13,25900.74,79.50
93.80,-24878.55,-520.65,25896.37,79.48
93.90,-24930.67,-521.18,25892.00,79.46
94.00,-24982.84,-521.70,25887.63,79.44
94.10,-25035.06,-522.23,25883.26,79.42
94.20,-25087.34,-522.76,25878.89,79.39
94.30,-25139.67,-523.28,25874.52,79.37
94.40,-25192.05,-523.81,25870.15,79.35
94.50,-25244.48,-524.33,25865.78,79.33
94.60,-25296.97,-524.86,25861.41,79.31
94.70,-25349.51,-525.39,25857.04,79.29
94.80,-25402.10,-525.91,25852.67,79.26
94.90,-25454.74,-526.44,25848.30,79.24
95.00,-25507.44,-526.96,25843.93,79.22
95.10,-25560.19,-527.49,25839.56,79.20
95.20,-25612.99,-528.01,25835.19,79.18
95.30,-25665.84,-528.54,25830.82,79.15
95.40,-25718.75,-529.07,25826.45,79.13
95.50,-25771.71,-529.59,25822.08,79.11
95.60,-25824.72,-530.12,25817.71,79.09
95.70,-25877.78,-530.64,25813.34,79.07
95.80,-25930.90,-531.17,25808.97,79.04
95.90,-25984.07,-531.69,25804.60,79.02
96.00,-26037.29,-532.22,25800.23,79.00
96.10,-26090.57,-532.74,25795.86,78.98
96.20,-26143.89,-533.27,25791.49,78.96
96.30,-26197.27,-533.79,25787.12,78.94
96.40,-26250.70,-534.32,25782.75,78.91
96.50,-26304.19,-534.84,25778.37,78.89
96.60,-26357.72,-535.37,25774.00,78.87
96.70,-26411.31,-535.89,25769.63,78.85
96.80,-26464.96,-536.41,25765.26,78.83
96.90,-26518.65,-536.94,25760.89,78.80
97.00,-26572.40,-537.46,25756.52,78.78
97.10,-26626.19,-537.99,25752.15,78.76
97.20,-26680.05,-538.51,25747.78,78.74
97.30,-26733.95,-539.04,25743.41,78.72
97.40,-26787.91,-539.56,25739.04,78.70
97.50,-26841.91,-540.08,25734.67,78.67
97.60,-26895.97,-540.61,25730.30,78.65
97.70,-26950.09,-541.13,25725.93,78.63
97.80,-27004.25,-541.66,25721.56,78.61
97.90,-27058.47,-542.18,25717.19,78.59
98.00,-27112.74,-542.70,25712.82,78.56
98.10,-27167.06,-543.23,25708.45,78.54
98.20,-27221.44,-543.75,25704.08,78.52
98.30,-27275.87,-544.28,25699.71,78.50
98.40,-27330.35,-544.80,25695.34,78.48
98.50,-27384.88,-545.32,25690.97,78.45
98.60,-27439.46,-545.85,25686.60,78.43
98.70,-27494.10,-546.37,25682.23,78.41
98.80,-27548.79,-546.89,25677.86,78.39
98.90,-27603.53,-547.42,25673.49,78.37
99.00,-27658.33,-547.94,25669.12,78.35
99.10,-27713.17,-548.46,25664.75,78.32
99.20,-27768.07,-548.98,25660.38,78.30
99.30,-27823.02,-549.51,25656.01,78.28
99.40,-27878.02,-550.03,25651.64,78.26
99.50,-27933.08,-550.55,25647.27,78.24
99.60,-27988.19,-551.08,25642.90,78.21
99.70,-28043.35,-551.60,25638.53,78.19
99.80,-28098.56,-552.12,25634.16,78.17
99.90,-28153.82,-552.64,25629.79,78.15
100.00,-28209.14,-553.17,25625.42,78.13
100.10,-28264.51,-553.69,25621.05,78.11
100.20,-28319.93,-554.21,25616.68,78.08
100.30,-28375.40,-554.73,25612.31,78.06
100.40,-28430.93,-555.26,25607.94,78.04
100.50,-28486.51,-555.78,25603.57,78.02
100.60,-28542.14,-556.30,25599.20,78.00
100.70,-28597.82,-556.82,25594.83,77.97
100.80,-28653.55,-557.34,25590.46,77.95
100.90,-28709.34,-557.87,25586.09,77.93
101.00,-28765.18,-558.39,25581.72,77.91
101.10,-28821.07,-558.91,25577.35,77.89
101.20,-28877.01,-559.43,25572.97,77.86
101.30,-28933.01,-559.95,25568.60,77.84
101.40,-28989.06,-560.48,25564.23,77.82
101.50,-29045.16,-561.00,25559.86,77.80
101.60,-29101.31,-561.52,25555.49,77.78
101.70,-29157.51,-562.04,25551.12,77.76
101.80,-29213.77,-562.56,25546.75,77.73
101.90,-29270.08,-563.08,25542.38,77.71
102.00,-29326.44,-563.60,25538.01,77.69
102.10,-29382.85,-564.13,25533.64,77.67
102.20,-29439.31,-564.65,25529.27,77.65
102.30,-29495.83,-565.17,25524.90,77.62
102.40,-29552.40,-565.69,25520.53,77.60
102.50,-29609.02,-566.21,25516.16,77.58
102.60,-29665.69,-566.73,25511.79,77.56
102.70,-29722.42,-567.25,25507.42,77.54
102.80,-29779.20,-567.77,25503.05,77.52
102.90,-29836.03,-568.29,25498.68,77.49
103.00,-29892.91,-568.81,25494.31,77.47
103.10,-29949.84,-569.33,25489.94,77.45
103.20,-30006.83,-569.85,25485.57,77.43
103.30,-30063.86,-570.37,25481.20,77.41
103.40,-30120.95,-570.90,25476.83,77.38
103.50,-30178.09,-571.42,25472.46,77.36
103.60,-30235.29,-571.94,25468.09,77.34
103.70,-30292.53,-572.46,25463.72,77.32
103.80,-30349.83,-572.98,25459.35,77.30
103.90,-30407.18,-573.50,25454.98,77.27
104.00,-30464.58,-574.02,25450.61,77.25
104.10,-30522.04,-574.54,25446.24,77.23
104.20,-30579.54,-575.06,25441.87,77.21
104.30,-30637.10,-575.58,25437.50,77.19
104.40,-30694.71,-576.10,25433.13,77.17
104.50,-30752.37,-576.62,25428.76,77.14
104.60,-30810.08,-577.14,25424.39,77.12
104.70,-30867.85,-577.65,25420.02,77.10
104.80,-30925.67,-578.17,25415.65,77.08
104.90,-30983.54,-578.69,25411.28,77.06
105.00,-31041.46,-579.21,25406.91,77.03
105.10,-31099.43,-579.73,25402.54,77.01
105.20,-31157.46,-580.25,25398.17,76.99
105.30,-31215.53,-580.77,25393.80,76.97
105.40,-31273.66,-581.29,25389.43,76.95
105.50,-31331.84,-581.81,25385.06,76.93
105.60,-31390.08,-582.33,25380.69,76.90
105.70,-31448.36,-582.85,25376.32,76.88
105.80,-31506.70,-583.37,25371.95,76.86
105.90,-31565.09,-583.88,25367.57,76.84
106.00,-31623.53,-584.40,25363.20,76.82
106.10,-31682.02,-584.92,25358.83,76.79
106.20,-31740.56,-585.44,25354.46,76.77
106.30,-31799.16,-585.96,25350.09,76.75
106.40,-31857.81,-586.48,25345.72,76.73
106.50,-31916.51,-587.00,25341.35,76.71
106.60,-31975.26,-587.51,25336.98,76.68
106.70,-32034.06,-588.03,25332.61,76.66
106.80,-32092.91,-588.55,25328.24,76.64
106.90,-32151.82,-589.07,25323.87,76.62
107.00,-32210.78,-589.59,25319.50,76.60
107.10,-32269.79,-590.11,25315.13,76.58
107.20,-32328.85,-590.62,25310.76,76.55
107.30,-32387.97,-591.14,25306.39,76.53
107.40,-32447.13,-591.66,25302.02,76.51
107.50,-32506.35,-592.18,25297.65,76.49
107.60,-32565.62,-592.69,25293.28,76.47
107.70,-32624.94,-593.21,25288.91,76.44
107.80,-32684.32,-593.73,25284.54,76.42
107.90,-32743.74,-594.25,25280.17,76.40
108.00,-32803.22,-594.77,25275.80,76.38
108.10,-32862.74,-595.28,25271.43,76.36
108.20,-32922.32,-595.80,25267.06,76.34
108.30,-32981.96,-596.32,25262.69,76.31
108.40,-33041.64,-596.83,25258.32,76.29
108.50,-33101.38,-597.35,25253.95,76.27
108.60,-33161.16,-597.87,25249.58,76.25
108.70,-33221.00,-598.39,25245.21,76.23
108.80,-33280.89,-598.90,25240.84,76.20
108.90,-33340.83,-599.42,25236.47,76.18
109.00,-33400.83,-599.94,25232.10,76.16
109.10,-33460.87,-600.45,25227.73,76.14
109.20,-33520.97,-600.97,25223.36,76.12
109.30,-33581.12,-601.49,25218.99,76.09
109.40,-33641.32,-602.00,25214.62,76.07
109.50,-33701.57,-602.52,25210.25,76.05
109.60,-33761.87,-603.04,25205.88,76.03
109.70,-33822.23,-603.55,25201.51,76.01
109.80,-33882.64,-604.07,25197.14,75.99
109.90,-33943.09,-604.59,25192.77,75.96
110.00,-34003.60,-605.10,25188.40,75.94
110.10,-34064.17,-605.62,25184.03,75.92
110.20,-34124.78,-606.13,25179.66,75.90
110.30,-34185.44,-606.65,25175.29,75.88
110.40,-34246.16,-607.17,25170.92,75.85
110.50,-34306.93,-607.68,25166.55,75.83
110.60,-34367.75,-608.20,25162.17,75.81
110.70,-34428.62,-608.71,25157.80,75.79
110.80,-34489.54,-609.23,25153.43,75.77
110.90,-34550.52,-609.74,25149.06,75.75
111.00,-34611.54,-610.26,25144.69,75.72
111.10,-34672.62,-610.78,25140.32,75.70
111.20,-34733.75,-611.29,25135.95,75.68
111.30,-34794.93,-611.81,25131.58,75.66
111.40,-34856.16,-612.32,25127.21,75.64
111.50,-34917.45,-612.84,25122.84,75.61
111.60,-34978.78,-613.35,25118.47,75.59
111.70,-35040.17,-613.87,25114.10,75.57
111.80,-35101.61,-614.38,25109.73,75.55
111.90,-35163.10,-614.90,25105.36,75.53
112.00,-35224.64,-615.41,25100.99,75.50
112.10,-35286.23,-615.93,25096.62,75.48
112.20,-35347.88,-616.44,25092.25,75.46
112.30,-35409.57,-616.96,25087.88,75.44
112.40,-35471.32,-617.47,25083.51,75.42
112.50,-35533.12,-617.99,25079.14,75.40
112.60,-35594.97,-618.50,25074.77,75.37
112.70,-35656.87,-619.02,25070.40,75.35
112.80,-35718.82,-619.53,25066.03,75.33
112.90,-35780.83,-620.04,25061.66,75.31
113.00,-35842.88,-620.56,25057.29,75.29
113.10,-35904.99,-621.07,25052.92,75.26
113.20,-35967.15,-621.59,25048.55,75.24
113.30,-36029.36,-622.10,25044.18,75.22
113.40,-36091.62,-622.62,25039.81,75.20
113.50,-36153.93,-623.13,25035.44,75.18
113.60,-36216.30,-623.64,25031.07,75.16
113.70,-36278.71,-624.16,25026.70,75.13
113.80,-36341.18,-624.67,25022.33,75.11
113.90,-36403.70,-625.18,25017.96,75.09
114.00,-36466.27,-625.70,25013.59,75.07
114.10,-36528.89,-626.21,25009.22,75.05
114.20,-36591.56,-626.73,25004.85,75.02
114.30,-36654.29,-627.24,25000.48,75.00
114.40,-36717.06,-627.75,24996.11,74.98
114.50,-36779.89,-628.27,24991.74,74.96
114.60,-36842.77,-628.78,24987.37,74.94
114.70,-36905.69,-629.29,24983.00,74.91
114.80,-36968.68,-629.81,24978.63,74.89
114.90,-37031.71,-630.32,24974.26,74.87
115.00,-37094.79,-630.83,24969.89,74.85
115.10,-37157.92,-631.34,24965.52,74.83
115.20,-37221.11,-631.86,24961.15,74.81
115.30,-37284.35,-632.37,24956.77,74.78
115.40,-37347.64,-632.88,24952.40,74.76
115.50,-37410.98,-633.40,24948.03,74.74
115.60,-37474.37,-633.91,24943.66,74.72
115.70,-37537.81,-634.42,24939.29,74.70
115.80,-37601.30,-634.93,24934.92,74.67
115.90,-37664.85,-635.45,24930.55,74.65
116.00,-37728.44,-635.96,24926.18,74.63
116.10,-37792.09,-636.47,24921.81,74.61
116.20,-37855.79,-636.98,24917.44,74.59
116.30,-37919.54,-637.49,24913.07,74.57
116.40,-37983.34,-638.01,24908.70,74.54
116.50,-38047.19,-638.52,24904.33,74.52
116.60,-38111.09,-639.03,24899.96,74.50
116.70,-38175.05,-639.54,24895.59,74.48
116.80,-38239.05,-640.05,24891.22,74.46
116.90,-38303.11,-640.57,24886.85,74.43
117.00,-38367.22,-641.08,24882.48,74.41
117.10,-38431.38,-641.59,24878.11,74.39
117.20,-38495.59,-642.10,24873.74,74.37
117.30,-38559.85,-642.61,24869.37,74.35
117.40,-38624.16,-643.12,24865.00,74.33
117.50,-38688.52,-643.64,24860.63,74.30
117.60,-38752.94,-644.15,24856.26,74.28
117.70,-38817.40,-644.66,24851.89,74.26
117.80,-38881.92,-645.17,24847.52,74.24
117.90,-38946.49,-645.68,24843.15,74.22
118.00,-39011.11,-646.19,24838.78,74.19
118.10,-39075.78,-646.70,24834.41,74.17
118.20,-39140.50,-647.21,24830.04,74.15
118.30,-39205.27,-647.72,24825.67,74.13
118.40,-39270.10,-648.24,24821.30,74.11
118.50,-39334.97,-648.75,24816.93,74.08
118.60,-39399.90,-649.26,24812.56,74.06
118.70,-39464.87,-649.77,24808.19,74.04
118.80,-39529.90,-650.28,24803.82,74.02
118.90,-39594.98,-650.79,24799.45,74.00
119.00,-39660.11,-651.30,24795.08,73.98
119.10,-39725.29,-651.81,24790.71,73.95
119.20,-39790.52,-652.32,24786.34,73.93
119.30,-39855.80,-652.83,24781.97,73.91
119.40,-39921.14,-653.34,24777.60,73.89
119.50,-39986.52,-653.85,24773.23,73.87
119.60,-40051.96,-654.36,24768.86,73.84
119.70,-40117.45,-654.87,24764.49,73.82
119.80,-40182.98,-655.38,24760.12,73.80
119.90,-40248.57,-655.89,24755.75,73.78
120.00,-40314.21,-656.40,24751.37,73.76
